0,0,0,0,1,0,1465929717,44.2339266975361,-76.4937760354104
0,0,0,0,1,0,1459266127,44.2329545262081,-76.492386558915
0,1,0,0,0,0,1459267318,44.2417330302349,-76.4610112157569
1,0,0,0,0,0,1459270007,44.2540561312189,-76.6027884446696
0,0,0,0,1,0,1459270584,44.2563799027069,-76.5716222923307
0,0,0,0,1,0,1459271440,44.221692059833,-76.5203458177411
0,0,0,0,1,0,1459273646,44.3171927858346,-76.6073530838313
0,0,0,0,1,0,1459283568,44.2523220631287,-76.5655393266931
0,0,0,0,1,0,1459304910,44.2268983034543,-76.487337964929
0,0,0,0,1,0,1465931350,44.2396842946614,-76.5078100274675
0,1,0,0,0,0,1453802823,44.2485906387364,-76.5286289301717
1,0,0,0,0,0,1453820533,44.2223279867578,-76.5796298237148
0,1,0,0,0,0,1453826267,44.2940033016032,-76.6300725657856
1,0,0,0,0,0,1453837178,44.2418866509436,-76.5451118390196
0,0,0,1,0,0,1453844798,44.3193827083933,-76.5398964462319
0,0,0,0,1,0,1465937312,44.2361110962365,-76.4919654544222
0,0,0,1,0,0,1465940050,44.251280260391,-76.4954804032965
0,0,0,0,1,0,1465953538,44.2389966611414,-76.5053379325517
0,0,0,0,1,0,1467545913,44.238758151033,-76.5029399452921
0,0,0,0,1,0,1467559774,44.2623396873556,-76.4896846793143
1,0,0,0,0,0,1467560394,44.251460158157,-76.5627357404634
0,0,0,0,1,0,1467564663,44.2184861844833,-76.517696957409
0,0,0,0,1,0,1467572864,44.2322329585055,-76.478644558718
0,0,0,0,1,0,1467574480,44.2170213992499,-76.5727279586932
1,0,0,0,0,0,1467587931,44.2259148095704,-76.4868123814706
0,1,0,0,0,0,1467589792,44.2651216941456,-76.490368855003
0,0,0,0,1,0,1467591569,44.2381527746924,-76.4803582024445
1,0,0,0,0,0,1467596802,44.2443423392501,-76.4890174145667
1,0,0,0,0,0,1455167592,44.2243062630103,-76.4927940046189
0,0,0,0,1,0,1455172952,44.2329545262081,-76.492386558915
0,0,0,0,1,0,1455200107,44.2437382633801,-76.5076130161772
0,0,0,0,1,0,1455209921,44.2235961003472,-76.4988982594368
0,0,0,0,1,0,1455215610,44.2389966611414,-76.5053379325517
0,0,0,0,1,0,1455242688,44.2406246488907,-76.5115910860861
0,1,0,0,0,0,1455243366,44.2357059070684,-76.495411401011
1,0,0,0,0,0,1455251630,44.2393178712523,-76.5353140891685
0,1,0,0,0,0,1455266546,44.2368037731208,-76.494074242971
0,0,0,0,1,0,1455269621,44.2559451461884,-76.5964762065256
0,0,0,0,1,0,1455281497,44.2602792841363,-76.5498028481624
0,0,0,0,1,0,1455303490,44.2322329585055,-76.478644558718
0,0,0,0,1,0,1455310744,44.2458504098914,-76.5315638435351
0,0,0,0,1,0,1455330545,44.2401648711592,-76.5123181897692
0,0,0,0,0,1,1455331974,44.2304500332743,-76.4842219746533
1,0,0,0,0,0,1455334217,44.2526963127128,-76.4973450949291
0,0,0,0,1,0,1455371201,44.263682014531,-76.4903074169198
0,1,0,0,0,0,1455390770,44.263682014531,-76.4903074169198
